Almaguer;1.914058687;-76.85510722
Argelia;2.255868667;-77.24924286
Balboa;2.04077138;-77.21679964
Bolívar;1.971007881;-76.96965935
Buenos Aires;3.015051855;-76.64304862
Jambaló;2.777547709;-76.32471835
La Sierra;2.178709925;-76.76386698
La Vega;2.002428069;-76.77941221
Cumbal;0.906694287;-77.79274841
Cumbitara;1.647942741;-77.57848216
El Charco;2.479321973;-78.11043372
El Peñol;1.451901625;-77.44342672
El Rosario;1.742965686;-77.3350921
El Tablón de Gómez;1.427819332;-77.09681456
